,trial,ra,dec,elon,elat,r2,p,s,r1,teff1,vmag,icmag,tmag,jmag,kmag,npt_pri,snrf,dm,mult,hostID,ffiClass
154482,17.0,283.228790283,43.260925293,293.801971436,65.6107330322,7.53233873467,2.58938455582,3708.08642578,1.60380411148,7211.07568359,11.5009336472,11.1593589783,11.1829996109,10.890999794,10.7469997406,2.0,14.1459274292,8.69999980927,1.0,400.0,6.0
154483,17.0,285.932891846,42.0047302246,297.648254395,63.9225273132,2.66128259273,20.3944339752,0.577503085136,0.197294056416,3247.15698242,17.0327415466,14.5345211029,14.4412059784,13.1435585022,12.3741474152,2.0,8.37740802765,4.25,2.0,359.0,8.0
154663,17.0,288.03894043,49.3820991516,307.158325195,70.5031661987,17.1299296611,2.79548454285,215.233566284,0.719966411591,4965.92431641,13.7119102478,12.7441596985,12.8129997253,12.0399999619,11.4770002365,6.0,312.113616943,7.25,0.0,1813.0,6.0
154664,17.0,289.185852051,47.7891082764,307.518096924,68.7432403564,7.57344692718,3.96883678436,289.961669922,0.854810714722,5649.37109375,13.8387594223,13.1092405319,13.1660003662,12.5810003281,12.1920003891,6.0,29.8998947144,8.5,0.0,3549.0,6.0
154665,17.0,290.056671143,47.5745391846,308.795806885,68.329460144,6.23239604441,3.86937022209,84.6288833618,0.648059725761,4502.29296875,13.9687376022,12.6804599762,12.6192340851,11.8547716141,11.1437149048,6.0,17.5395431519,6.55000019073,1.0,4780.0,8.0
154666,17.0,289.034118652,48.1276779175,307.595611572,69.0956268311,4.07937365699,4.40807580948,128.511001587,0.781523287296,4909.07861328,14.1135559082,13.1007595062,13.170999527,12.3800001144,11.8100004196,6.0,9.2758808136,7.75,0.0,2643.0,6.0
154667,17.0,287.169433594,45.9664230347,302.399475098,67.4840927124,10.057923058,23.0774345398,5.91362047195,0.612363696098,4279.50634766,16.3754653931,14.9293231964,14.8606510162,14.022819519,13.242433548,6.0,14.6168756485,8.44999980927,1.0,4608.0,6.0
154668,17.0,289.841064453,48.8802757263,309.801391602,69.5925369263,4.81622592183,20.3892326355,22.1785354614,0.8030346632,5236.00537109,13.8928499222,13.0283203125,13.093000412,12.4029998779,11.9200000763,6.0,7.61862421036,8.0,0.0,595.0,6.0
154669,17.0,289.857391357,47.891002655,308.775970459,68.6730651855,2.32568573341,8.97314071655,3.90378427505,0.325878560543,3427.05834961,15.5476388931,13.2949848175,13.1951198578,12.0257205963,11.2533226013,6.0,13.6205720901,4.40000009537,2.0,4152.0,8.0
154670,17.0,289.857391357,47.891002655,308.775970459,68.6730651855,2.32140164956,36.1546783447,0.608871638775,0.325878560543,3427.05834961,15.5476388931,13.2949848175,13.1951198578,12.0257205963,11.2533226013,6.0,8.02573204041,4.40000009537,2.0,4152.0,8.0
154959,17.0,292.876831055,53.0177192688,320.795623779,72.4345016479,3.16254721473,4.20931863785,183.151580811,0.785768389702,5180.07910156,11.2966985703,10.3860254288,10.3415813446,9.77757835388,9.26811218262,6.0,31.5182304382,5.30000019073,1.0,4081.0,8.0
154960,17.0,289.771820068,53.9762153625,316.915679932,74.1929092407,14.399424309,25.1963539124,66.1623306274,1.32930636406,6025.59570312,13.0216617584,12.3886394501,12.4379997253,11.9469995499,11.6479997635,8.0,25.7951774597,9.0,2.0,1211.0,6.0
154961,17.0,287.044830322,53.707244873,311.140472412,74.7093048096,3.84187929113,17.6207027435,473.878051758,2.0397605896,7585.77783203,8.7297296524,8.48128032684,8.49100017548,8.28499984741,8.20100021362,10.0,16.8056163788,6.75,1.0,6623.0,6.0
154962,17.0,289.131164551,52.5160675049,313.27243042,73.085105896,3.53395418876,17.3772773743,49.0568389893,0.955094814301,5623.41308594,11.4096412659,10.6720399857,10.7299995422,10.142999649,9.75399971008,6.0,12.641787529,6.30000019073,2.0,3538.0,8.0
154963,17.0,290.129730225,51.1204338074,313.073272705,71.560295105,2.64298906113,2.05513143539,75.0967483521,0.50944763422,3824.19433594,15.5435380936,13.6957035065,13.6145076752,12.6228704453,11.8025388718,6.0,8.56845474243,6.30000019073,3.0,2245.0,6.0
155307,17.0,296.727600098,59.6467323303,342.687347412,76.2281112671,1.65242482395,1.78918242455,497.654541016,0.793842613697,5093.30908203,11.9753217697,11.0572004318,11.1239995956,10.3950004578,9.87699985504,10.0,9.40063858032,5.90000009537,1.0,5622.0,8.0
155308,17.0,293.8777771,57.8413772583,332.996154785,76.0061340332,4.01468035504,3.8301486969,932.121948242,1.25219988823,6441.69287109,12.6534528732,12.1297197342,12.1719999313,11.7510004044,11.5050001144,14.0,12.9724025726,8.80000019073,2.0,3759.0,6.0
155309,17.0,295.224212646,60.0578613281,341.884613037,77.0676040649,4.27651138836,4.285405159,482.075408936,1.08315336704,6025.59570312,13.88468647,13.2550401688,13.3050003052,12.8059997559,12.4949998856,16.0,8.3286447525,9.39999961853,1.0,3103.0,6.0
155310,17.0,293.728149414,59.3420181274,337.234313965,77.1427230835,3.8341321498,5.54876327515,1150.76330566,1.71753370762,6456.54150391,12.330037117,11.8184404373,11.8599996567,11.4320001602,11.1800003052,14.0,7.98737478256,9.14999961853,0.0,5154.0,6.0
155311,17.0,297.505584717,56.9379920959,336.303192139,74.0289230347,3.77145789832,3.85413265228,46.9131813049,0.564341127872,4058.57446289,15.6263389587,13.9978170395,13.9172077179,13.0164356232,12.2030744553,8.0,7.82537841797,7.09999990463,0.0,51.0,6.0
155312,17.0,292.344329834,58.1116790771,331.171508789,76.7475280762,17.0004618077,8.35399723053,424.429199219,1.41425943375,6622.16650391,12.2627439499,11.7807207108,11.8179998398,11.4479999542,11.2460002899,10.0,111.801361084,8.85000038147,3.0,18.0,6.0
155313,17.0,295.873565674,59.2473983765,340.215148926,76.2823867798,8.55927248947,11.4475975037,192.016876221,1.21470582485,6295.06201172,13.7238683701,13.1667203903,13.2119998932,12.763999939,12.4969997406,12.0,24.9113636017,9.69999980927,0.0,1525.0,6.0
155314,17.0,293.807098389,56.6653022766,329.829833984,75.1328125,11.3465850655,12.886639595,29.6323490143,0.738267064095,4888.7734375,14.1176490784,13.0686693192,13.022310257,12.3713445663,11.7755651474,8.0,56.8678398132,7.59999990463,0.0,5571.0,6.0
155315,17.0,296.490661621,58.8245010376,339.845825195,75.7611541748,12.6345020149,18.7099971771,49.959487915,1.02119326591,5714.78613281,13.5278272629,12.8050794601,12.8599996567,12.2969999313,11.9350004196,10.0,29.113275528,8.64999961853,0.0,334.0,6.0
155316,17.0,297.5909729,57.4543838501,337.710662842,74.3782424927,9.02329903653,17.6311855316,60.5806732178,1.06438195705,5754.39941406,13.90072155,13.1788396835,13.234000206,12.6820001602,12.3360004425,8.0,12.60268116,9.14999961853,0.0,9453.0,6.0
155317,17.0,292.156280518,57.661819458,329.58001709,76.4708709717,3.64951456256,45.5175170898,8.84836196899,0.782862186432,5470.15869141,12.8014297485,12.0221595764,12.0830001831,11.4549999237,11.0270004272,12.0,10.5655736923,7.09999990463,0.0,5747.0,8.0
155318,17.0,291.587585449,58.9649925232,332.438690186,77.6449432373,19.7730072842,69.5152816772,35.7835121155,1.56573820114,6870.68261719,11.24629879,10.8318395615,10.8629999161,10.5240001678,10.3439998627,18.0,146.989089966,8.19999980927,1.0,683.0,6.0
155319,17.0,294.12802124,58.7559967041,336.040313721,76.5840606689,3.60095944568,56.9096488953,30.8406906128,1.3185325861,6576.57958984,11.4388628006,10.9527196884,10.9919996262,10.5970001221,10.3710002899,14.0,7.75380802155,7.80000019073,2.0,1336.0,6.0
155320,17.0,293.153594971,58.9740409851,335.131988525,77.0926132202,9.15367850951,146.113082886,1.61659622192,0.738437473774,5370.31835938,14.4457645416,13.6332006454,13.6960000992,13.0389995575,12.5819997787,14.0,12.3286018372,8.5,1.0,2082.0,6.0
155321,17.0,292.88470459,59.0933761597,335.064575195,77.2746963501,1.13443458288,0.786240875721,221.101226807,0.473756670952,3714.22949219,14.382358551,12.4363498688,12.3445520401,11.3198432922,10.511138916,16.0,10.2853212357,4.75,3.0,5056.0,8.0
155940,17.0,302.268188477,62.670589447,359.348022461,75.8108062744,16.3485985676,0.927151381969,10003.0371094,1.38208091259,6918.30810547,11.3164167404,10.9111995697,10.9429998398,10.6009998322,10.4180002213,10.0,307.880889893,8.0,1.0,1570.0,6.0
155941,17.0,297.969604492,60.8554763794,348.319702148,76.5120391846,1.81373923757,1.25718772411,1196.13330078,0.904695689678,5370.31835938,10.7645959854,9.93752002716,10.0,9.35599994659,8.92300033569,14.0,8.12511730194,5.30000019073,2.0,10597.0,8.0
155942,17.0,296.459106445,64.0815124512,359.632141113,78.7696380615,2.9874209928,2.89836287498,356.292144775,0.75691562891,5520.77587891,14.096827507,13.3310003281,13.3920001984,12.7700004578,12.3459997177,24.0,9.39708137512,8.35000038147,0.0,6939.0,6.0
155943,17.0,297.106445312,60.799911499,347.026550293,76.8139266968,2.60794005126,4.66265630722,262.501647949,0.868955671787,5741.16552734,12.0653438568,11.3666000366,11.4219999313,10.859000206,10.4890003204,16.0,18.1901626587,6.84999990463,0.0,2243.0,8.0
155944,17.0,297.325317383,64.1231994629,0.615348160267,78.4422912598,3.13431077364,8.07399368286,70.609161377,0.723604857922,5321.08349609,13.3806591034,12.5559196472,12.6190004349,11.9519996643,11.486000061,26.0,19.9504947662,7.34999990463,3.0,942.0,8.0
155945,17.0,297.325317383,64.1231994629,0.615348160267,78.4422912598,3.44831151167,14.9905843735,30.9424095154,0.723604857922,5321.08349609,13.3806591034,12.5559196472,12.6190004349,11.9519996643,11.486000061,26.0,18.4420547485,7.34999990463,3.0,942.0,8.0
155946,17.0,298.396362305,62.8408813477,356.181854248,77.43409729,3.26362750295,11.4542350769,55.5856666565,0.873794734478,5284.453125,13.4541044235,12.5930404663,12.656999588,11.9829998016,11.5229997635,16.0,9.71348285675,7.80000019073,1.0,3388.0,6.0
155947,17.0,298.17074585,61.7386741638,351.702270508,76.9440994263,8.67626529224,20.855594635,22.984752655,0.854354500771,5211.94726562,13.0902528763,12.201839447,12.2670001984,11.5710000992,11.0889997482,16.0,74.6088790894,7.30000019073,1.0,3587.0,6.0
155948,17.0,296.772766113,63.6863517761,358.122039795,78.4755401611,5.26205013987,23.7785491943,87.9035186768,1.39770078659,6266.13769531,11.5679235458,10.9986791611,11.0430002213,10.6009998322,10.3409996033,24.0,31.2456645966,7.84999990463,2.0,1082.0,6.0
155949,17.0,301.34475708,62.9981422424,359.674072266,76.3388977051,7.69899611645,41.5221176147,17.5582828522,1.02403473854,5741.16552734,12.8961877823,12.1773605347,12.232000351,11.6759996414,11.3229999542,10.0,26.5398082733,8.05000019073,1.0,153.0,6.0
155950,17.0,299.440856934,61.2952232361,351.599029541,76.1938095093,3.55163489589,31.329082489,10.7393932343,0.731809437275,5199.9609375,13.5878629684,12.7167596817,12.781999588,12.0810003281,11.5850000381,12.0,7.34122753143,7.44999980927,0.0,4736.0,6.0
155951,17.0,297.741943359,62.9949455261,356.127563477,77.7693023682,14.0332587413,52.2998657227,5.62901067734,0.756281673908,5152.28515625,13.3760118484,12.485159874,12.5509996414,11.8350000381,11.3260002136,20.0,133.737014771,7.25,0.0,9916.0,8.0
155952,17.0,295.695404053,63.015750885,354.003936768,78.5904769897,21.8489600372,78.1739730835,5.5050868988,0.885735094547,5533.50146484,15.1366968155,14.3629198074,14.4219999313,13.8039999008,13.3900003433,24.0,67.0306625366,9.75,1.0,6081.0,6.0
155953,17.0,297.100341797,63.1806869507,356.239013672,78.113243103,1.29172054395,1.18061029911,19.7793197632,0.157966151834,3265.87792969,17.0407238007,15.3502397537,15.4940004349,13.986000061,13.1850004196,22.0,7.75236415863,4.55000019073,2.0,6350.0,8.0
155954,17.0,297.42489624,63.6834259033,358.741790771,78.2149353027,1.38767612052,0.882643401623,154.748214722,0.433506280184,3653.94824219,13.7514047623,11.7519578934,11.6585445404,10.6107034683,9.81307411194,24.0,26.6520309448,3.79999995232,3.0,3655.0,8.0
155955,17.0,299.879302979,62.408290863,356.051971436,76.6271209717,2.2639897261,3.29274725914,10.7081680298,0.271696507931,3356.65527344,17.1049499512,14.7583475113,14.6578893661,13.4409341812,12.6692972183,14.0,7.93484020233,5.34999990463,3.0,4380.0,8.0
155956,17.0,296.559051514,60.9953842163,347.004180908,77.1441802979,3.16446084395,17.0539951324,1.36444020271,0.29368776083,3390.62207031,16.3793010712,14.0793151855,13.9791431427,12.7859754562,12.0145483017,16.0,13.6557693481,4.90000009537,0.0,1723.0,8.0
155957,17.0,297.795684814,61.1047744751,348.968994141,76.7281341553,2.96097874414,15.3778362274,2.89891695976,0.406103760004,3569.54394531,14.919585228,12.821264267,12.7357950211,11.6310434341,10.8397789001,14.0,19.3861293793,4.59999990463,2.0,7623.0,8.0
155958,17.0,297.42489624,63.6834259033,358.741790771,78.2149353027,1.93513576409,23.8829631805,1.90497100353,0.433506280184,3653.94824219,13.7514047623,11.7519578934,11.6585445404,10.6107034683,9.81307411194,24.0,15.4148893356,3.79999995232,3.0,3655.0,8.0
155959,17.0,295.866699219,62.2752494812,351.051025391,78.1430587769,1.83740803401,49.6026077271,0.478106021881,0.361300826073,3485.28662109,15.4893903732,13.2992277145,13.2059993744,12.0618114471,11.2808799744,24.0,8.06481075287,4.69999980927,2.0,7706.0,8.0
155960,17.0,295.866699219,62.2752494812,351.051025391,78.1430587769,2.62436890648,133.405929565,0.127829179168,0.361300826073,3485.28662109,15.4893903732,13.2992277145,13.2059993744,12.0618114471,11.2808799744,24.0,8.02965736389,4.69999980927,2.0,7706.0,8.0
156605,17.0,302.437744141,69.0424041748,26.2237892151,77.6511230469,12.302761867,2.66342043877,396.489257812,0.843838512897,5357.96777344,15.304807663,14.4786405563,14.5410003662,13.8819999695,13.4309997559,16.0,55.0922470093,9.64999961853,1.0,4311.0,6.0
156606,17.0,301.503631592,68.3296966553,22.7223701477,77.9247131348,3.74017602225,4.17366170883,694.850402832,1.15586018562,6309.57275391,13.9381475449,13.3800792694,13.4259996414,12.9759998322,12.7069997787,20.0,7.34502840042,9.80000019073,0.0,1840.0,6.0
156607,17.0,305.361328125,67.3891525269,19.6691875458,76.3322067261,8.08354032469,8.84693050385,603.44152832,2.19064092636,5929.25341797,12.0241708755,11.3624401093,11.4130001068,10.8999996185,10.5850000381,12.0,16.397649765,9.0,0.0,4597.0,6.0
156608,17.0,302.003448486,66.9702987671,16.5726509094,77.5073318481,2.98030637895,10.9187145233,258.526062012,1.42604410648,6208.68994141,10.7712965012,10.1974391937,10.2430000305,9.78600025177,9.51000022888,16.0,12.8164377213,7.05000019073,0.0,1815.0,8.0
156609,17.0,299.825927734,68.3312454224,22.4202899933,78.5411300659,3.73643854452,15.7335414886,2959.14794922,2.52021145821,11324.0009766,9.69531917572,9.81527996063,9.77200031281,9.85200023651,9.92399978638,24.0,7.37964344025,9.35000038147,1.0,2953.0,6.0
156610,17.0,304.041412354,68.0734481812,22.1539459229,76.9560317993,4.93519511907,25.773267746,20.8279895782,0.851812601089,5432.50195312,13.7042989731,12.9055194855,12.9659996033,12.329000473,11.8950004578,14.0,12.2831172943,8.14999961853,0.0,4879.0,6.0
156611,17.0,306.845123291,68.0225372314,22.747543335,75.9160385132,2.45493461938,0.581761300564,199.62071228,0.381427317858,3518.69726562,15.5939121246,13.4369726181,13.3489398956,12.2167978287,11.4302091599,10.0,17.3802623749,5.0,3.0,4792.0,8.0
156612,17.0,305.157714844,66.9288864136,17.7003116608,76.2984008789,3.5482520723,3.08061003685,34.6690254211,0.469428598881,3700.37719727,14.7392654419,12.7744541168,12.680893898,11.6498212814,10.84075737,12.0,26.2989673615,5.05000019073,3.0,4720.0,8.0
156613,17.0,309.453186035,66.6967773438,18.697555542,74.6100311279,2.28539166105,6.7868347168,7.04447412491,0.368379235268,3501.58325195,15.4044351578,13.2332668304,13.1425733566,12.0054607391,11.2229852676,8.0,11.9063806534,4.69999980927,2.0,4044.0,8.0
157124,17.0,315.698455811,72.5985107422,41.284488678,73.4513168335,1.75759155657,6.70047664642,3.63751220703,0.244363754988,3334.2043457,13.964258194,11.6056060791,11.5049591064,10.2883834839,9.528424263,8.0,30.9882354736,1.95000004768,2.0,3779.0,8.0
157408,17.0,328.022857666,75.1341705322,50.0489349365,70.1894226074,16.668016414,4.52420425415,240.471618652,0.911409080029,5482.77050781,14.2443914413,13.4583997726,13.5190000534,12.8979997635,12.4829998016,6.0,75.047492981,8.89999961853,0.0,772.0,6.0
157409,17.0,329.075775146,76.3932342529,53.7945556641,70.0217437744,6.98094945828,7.14840316772,244.604995728,1.01894342899,6123.50292969,10.9913768768,10.3944396973,10.4440002441,9.96300029755,9.66499996185,4.0,56.2669143677,6.44999980927,0.0,982.0,6.0
157410,17.0,322.383758545,77.6559143066,57.7956314087,71.473274231,6.9381919006,15.8603029251,88.6891708374,1.15468096733,5915.6171875,11.954785347,11.287399292,11.3380002975,10.8310003281,10.5200004578,6.0,36.1420707703,7.55000019073,0.0,733.0,6.0
157411,17.0,327.123260498,74.6211471558,48.4669837952,70.3720932007,2.63244856145,13.4644441605,2.37922739983,0.335888594389,3443.80712891,15.0342330933,12.8029193878,12.7032394409,11.5446186066,10.7715444565,6.0,19.4859237671,4.0,2.0,2827.0,8.0
157629,17.0,352.062316895,80.5048294067,66.256149292,66.0604171753,4.8122971015,3.41497349739,221.883041382,0.826027333736,5058.24658203,13.9943647385,13.0492801666,13.1160001755,12.3739995956,11.8500003815,4.0,13.4404335022,7.94999980927,0.0,784.0,6.0
157630,17.0,350.286224365,79.2727508545,63.1243782043,66.0557785034,2.07308830131,4.59747076035,777.696594238,1.34985458851,6397.34814453,9.62414741516,9.09363937378,9.13599967957,8.72500038147,8.48900032043,4.0,8.12374401093,5.94999980927,1.0,1265.0,6.0
157631,17.0,339.231109619,78.4830169678,60.1120109558,67.9980621338,11.3961293952,6.17005586624,45.9305725098,0.662047803402,4447.34619141,15.4496383667,14.1342859268,14.0707941055,13.2857322693,12.5476932526,6.0,27.1377067566,8.0,2.0,2215.0,6.0
157632,17.0,347.78604126,78.6715774536,61.3843536377,66.3678359985,2.63951340997,11.4880800247,0.984934151173,0.168067261577,3215.5637207,17.8418941498,15.2901039124,15.2010297775,13.8734931946,13.1014223099,4.0,8.87002086639,4.59999990463,3.0,572.0,8.0
157799,17.0,14.213684082,79.607383728,67.9572296143,62.228351593,2.66816747358,6.45873212814,4.18726968765,0.261756747961,3339.98999023,16.423084259,14.0596895218,13.9590911865,12.7341403961,11.9655981064,4.0,10.4933614731,4.55000019073,2.0,1171.0,8.0
157972,17.0,33.7983322144,78.6385345459,71.5442962646,58.8607292175,2.95836616596,35.7503509521,24.596157074,1.0277671814,5915.6171875,11.3314752579,10.6784801483,10.7309999466,10.2110004425,9.88199996948,4.0,7.80978107452,6.65000009537,0.0,293.0,6.0
157973,17.0,37.0856285095,79.228012085,73.2107696533,58.9240989685,1.37832216845,0.770960628986,135.880722046,0.378159761429,3528.70483398,14.5164546967,12.3812303543,12.294754982,11.1721391678,10.3895139694,4.0,11.0357284546,3.95000004768,3.0,1570.0,8.0
157974,17.0,37.0856285095,79.228012085,73.2107696533,58.9240989685,2.06438769691,6.43330335617,8.02827167511,0.378159761429,3528.70483398,14.5164546967,12.3812303543,12.294754982,11.1721391678,10.3895139694,4.0,11.5454330444,3.95000004768,3.0,1570.0,8.0
158104,17.0,59.589389801,73.7567138672,76.7905197144,51.7115745544,19.7044781926,7.65495204926,72.5335159302,0.814190864563,5046.61376953,13.7961778641,12.8454799652,12.9130001068,12.1649999619,11.6350002289,2.0,75.353843689,7.69999980927,0.0,894.0,6.0
158160,17.0,71.9864578247,70.7488327026,81.2599258423,47.8556022644,6.8660732054,2.61574888229,296.83114624,0.769113004208,5105.04931641,13.1921606064,12.2807207108,12.3470001221,11.6190004349,11.0979995728,2.0,35.4011802673,7.05000019073,0.0,1009.0,6.0
158161,17.0,78.269744873,72.1913375854,84.5645065308,48.9733276367,20.8786149451,13.0310792923,334.592285156,1.60608482361,6870.68261719,11.5547142029,11.1322402954,11.1619997025,10.8409996033,10.6770000458,2.0,110.255821228,8.60000038147,0.0,85.0,6.0
158162,17.0,77.1737518311,69.3433914185,83.5041809082,46.1931495667,1.90823953375,2.6203019619,12.4322824478,0.243938192725,3327.60571289,15.2564067841,12.8815870285,12.7808847427,11.5537786484,10.7893400192,2.0,16.1514186859,3.20000004768,3.0,238.0,8.0
158163,17.0,76.6304550171,71.0780410767,83.5737533569,47.9368591309,2.99117025171,13.0333108902,5.22323560715,0.470530986786,3731.81030273,13.6966562271,11.7753801346,11.6858167648,10.6702442169,9.86322784424,2.0,13.4405603409,4.09999990463,2.0,162.0,8.0
158164,17.0,77.1737518311,69.3433914185,83.5041809082,46.1931495667,2.63356188294,9.3468542099,2.28103542328,0.243938192725,3327.60571289,15.2564067841,12.8815870285,12.7808847427,11.5537786484,10.7893400192,2.0,20.2038059235,3.20000004768,3.0,238.0,8.0
158165,17.0,77.1737518311,69.3433914185,83.5041809082,46.1931495667,1.88438731653,20.5437507629,0.79820227623,0.243938192725,3327.60571289,15.2564067841,12.8815870285,12.7808847427,11.5537786484,10.7893400192,2.0,9.80737018585,3.20000004768,3.0,238.0,8.0
158220,17.0,83.8550720215,67.8796234131,86.7598114014,44.509437561,5.60531146914,4.2290930748,573.128173828,1.0469019413,6180.16259766,11.510134697,10.9287605286,10.9770002365,10.5,10.204000473,2.0,28.9938850403,7.05000019073,2.0,551.0,6.0
158284,17.0,89.2466278076,59.2422065735,89.5249481201,35.8041572571,12.8412007831,2.3886783123,973.361877441,0.981204032898,5997.91259766,13.0979785919,12.4653205872,12.5170001984,12.0039997101,11.6780004501,2.0,82.2473831177,8.35000038147,2.0,644.0,6.0
158285,17.0,85.1389694214,60.3181228638,86.9909896851,36.9295959473,4.17038083336,3.58613109589,7495.95605469,1.6200401783,10280.1650391,9.73254871368,9.8079996109,9.77200031281,9.80000019073,9.84599971771,2.0,8.90512752533,8.19999980927,0.0,10.0,6.0
158286,17.0,85.7062454224,63.5588340759,87.499961853,40.1567993164,2.72562103742,6.88484144211,58.4190216064,0.70070207119,4856.07861328,12.0322465897,10.9411325455,10.8935823441,10.2301797867,9.6225566864,2.0,12.9559774399,5.30000019073,2.0,1508.0,8.0
158365,17.0,93.12865448,58.3292884827,92.002571106,34.9117469788,4.36241406391,3.52492237091,671.69732666,1.14312291145,6011.73779297,11.5573015213,10.9243202209,10.9739999771,10.4799995422,10.1770000458,2.0,15.07725811,7.19999980927,1.0,2301.0,6.0
158366,17.0,94.1522903442,57.0456542969,92.7118759155,33.6454467773,2.66238474241,5.70241546631,11.8361253738,0.421768754721,3605.85571289,14.6863746643,12.6302146912,12.5413274765,11.4600763321,10.6653337479,2.0,11.6616401672,4.55000019073,2.0,958.0,8.0
158455,17.0,97.3789825439,51.2905273438,95.2184066772,27.9848213196,16.5115249716,3.35693454742,132.701217651,0.673179268837,4745.65332031,16.3565635681,15.2195167542,15.1676979065,14.4725160599,13.8286485672,2.0,10.5455989838,9.39999961853,0.0,942.0,6.0
158456,17.0,96.3783493042,52.2514648438,94.4560165405,28.9107913971,5.21917192666,14.4345674515,24.7208061218,0.716860890388,4977.37109375,12.8417491913,11.8871202469,11.9560003281,11.1899995804,10.6330003738,2.0,12.8265590668,6.40000009537,0.0,398.0,6.0
158457,17.0,97.0911941528,51.57447052,94.9970169067,28.2581157684,3.73111101377,1.77934360504,25.7251091003,0.281454503536,3366.55395508,17.4514045715,15.1152505875,15.0148763657,13.8023357391,13.0288667679,2.0,7.34829473495,5.80000019073,3.0,365.0,6.0
158537,17.0,103.564430237,41.9380187988,100.632949829,18.9981136322,3.68747189885,2.04561090469,27.4256191254,0.325700521469,3455.10327148,14.9431333542,12.7331085205,12.6351861954,11.4828548431,10.7116737366,2.0,39.8108787537,3.90000009537,3.0,25.0,8.0
158588,17.0,102.942649841,37.701965332,100.558364868,14.7358617783,9.54250375473,2.78589510918,188.32913208,0.697067320347,4801.94677734,13.4633054733,12.3705463409,12.3209037781,11.6468744278,11.0253629684,2.0,80.2335891724,6.69999980927,1.0,466.0,6.0
158647,17.0,105.149040222,32.0852012634,102.966430664,9.32528305054,7.46173859293,3.68962359428,71.7832870483,0.623977065086,4285.11425781,15.1193351746,13.6825866699,13.6139955521,12.7789421082,12.0014371872,2.0,18.9610977173,7.25,1.0,1202.0,6.0
158648,17.0,106.376281738,32.8301773071,103.92792511,10.1792984009,5.85434935995,4.27198410034,39.0045776367,0.55741584301,4024.41210938,15.1693611145,13.5137844086,13.4303693771,12.5213279724,11.7056322098,2.0,9.75319194794,6.55000019073,1.0,744.0,6.0
158649,17.0,106.910415649,30.2824249268,104.683074951,7.70104265213,12.3269262855,13.2818460464,539.927062988,1.77849900723,7464.48583984,10.59953022,10.3173599243,10.3319997787,10.0889997482,9.97900009155,2.0,28.8441486359,8.19999980927,2.0,2274.0,6.0
158650,17.0,107.533370972,29.86170578,105.273429871,7.3473443985,1.53870982978,6.74206256866,11.3759803772,0.447786867619,3697.33154297,11.6536407471,9.71899986267,9.62505245209,8.60719776154,7.81219625473,2.0,14.6812534332,1.89999997616,2.0,989.0,8.0
158734,17.0,116.95072937,12.6731653214,116.543838501,-8.31718826294,17.1965477641,2.80918431282,448.294403076,0.888257026672,5533.50146484,13.5622434616,12.7930393219,12.8529996872,12.2399997711,11.8299999237,2.0,106.466888428,8.19999980927,2.0,137.0,3.0
158735,17.0,117.432670593,12.0752515793,117.122940063,-8.81837844849,7.26562013673,4.35541009903,270.005554199,0.946564078331,5520.77587891,12.6687393188,11.8844795227,11.9440002441,11.3380002975,10.9409999847,2.0,28.1693305969,7.44999980927,1.0,668.0,3.0
158736,17.0,115.595611572,10.3613319397,115.637550354,-10.8289451599,4.27283931649,4.93766307831,339.146575928,1.0107845068,5861.37988281,11.117102623,10.4513998032,10.5050001144,9.97299957275,9.63199996948,2.0,15.7851734161,6.34999990463,3.0,525.0,3.0
158808,17.0,117.446510315,6.35732984543,118.23009491,-14.4326324463,18.1943795673,3.33208823204,276.797943115,0.816038429737,5370.31835938,13.3110074997,12.4942798615,12.5570001602,11.9040002823,11.4549999237,2.0,129.393554688,7.59999990463,0.0,726.0,3.0
158809,17.0,118.162872314,6.00095844269,119.022789001,-14.6458778381,3.06162434745,5.74411869049,3.71251916885,0.219927877188,3281.57495117,16.7804164886,14.3355445862,14.2376089096,12.9706897736,12.2028722763,2.0,11.9038200378,4.34999990463,2.0,626.0,2.0
158867,17.0,118.839424133,1.51392042637,120.64364624,-18.9099349976,9.69620671371,5.37412405014,826.871704102,1.38294756413,6745.28027344,11.908993721,11.4618396759,11.4969997406,11.1350002289,10.9350004196,2.0,36.7698554993,8.5,0.0,95.0,3.0
158907,17.0,124.689613342,-2.8519487381,127.767410278,-21.8585033417,2.00505665988,4.05433750153,4.4772901535,0.183093205094,3231.22802734,16.6436252594,14.1209640503,14.0297861099,12.7199954987,11.9512643814,2.0,9.18844509125,3.65000009537,2.0,298.0,2.0
159024,17.0,128.584762573,-11.5783281326,134.453323364,-29.2587985992,3.95580695591,8.97632217407,72.7233200073,0.817977666855,5308.84326172,11.9647951126,11.1286802292,11.1920003891,10.5249996185,10.0620002747,2.0,10.6130914688,6.19999980927,0.0,428.0,3.0
159093,17.0,131.887756348,-17.1980361938,140.017059326,-33.6531105042,2.34467983896,3.79484653473,438.775512695,1.02278840542,5767.66357422,10.7690401077,10.068479538,10.123000145,9.57400035858,9.22200012207,2.0,7.8136343956,5.94999980927,0.0,769.0,3.0
159094,17.0,132.057235718,-15.7012434006,139.635604858,-32.1819610596,10.1597311388,11.8644046783,17.5715370178,0.639478981495,4442.68066406,15.5655345917,14.2259073257,14.1622228622,13.3770179749,12.6465435028,2.0,11.6123886108,8.0,1.0,1552.0,3.0
