,trial,ra,dec,elon,elat,r2,p,s,r1,teff1,vmag,icmag,tmag,jmag,kmag,npt_pri,snrf,dm,mult,hostID,ffiClass
9742,17.0,52.2134475708,-31.7332115173,38.0222663879,-48.5843811035,12.274484598,7.49560594559,93.9306716919,0.760077357292,5445.02734375,13.4690561295,12.6744394302,12.736000061,12.0939998627,11.6529998779,4.0,70.8391113281,7.65000009537,1.0,1532.0,3.0
9836,17.0,55.0783920288,-34.2208328247,40.0814971924,-51.7821731567,3.11600850771,3.78863286972,638.94744873,1.19452798367,5888.43652344,10.627530098,9.95683956146,10.0089998245,9.48600006104,9.15900039673,4.0,13.3608932495,6.25,2.0,429.0,3.0
9837,17.0,54.7234077454,-34.3639335632,39.555355072,-51.8066749573,13.8596545259,32.205165863,6.10512208939,0.684148430824,4615.36035156,15.1059894562,13.897567749,13.8407115936,13.1064977646,12.4191875458,4.0,36.6590957642,8.0,0.0,1250.0,3.0
9921,17.0,56.5343513489,-38.9577598572,38.8242073059,-56.6054649353,7.11572046758,10.7945728302,245.38822937,1.24515974522,6309.57275391,13.0035333633,12.4483194351,12.4949998856,12.0349998474,11.7569999695,4.0,12.757183075,9.0,0.0,550.0,3.0
9922,17.0,52.8370323181,-40.6255569458,32.8408927917,-56.9273033142,13.2907437914,11.7532787323,48.8196372986,0.766024470329,5357.96777344,12.6734724045,11.8545198441,11.9169998169,11.2569999695,10.8000001907,2.0,121.089767456,6.80000019073,1.0,475.0,3.0
9986,17.0,55.5071334839,-43.5720100403,33.7056350708,-60.4489517212,2.53952145901,5.0320148468,94.6892242432,0.69676476717,4935.38769531,9.93078708649,8.90919303894,8.86314105988,8.22809505463,7.64622735977,4.0,20.5663318634,3.34999990463,1.0,723.0,2.0
9987,17.0,54.9834899902,-43.5850219727,33.0117759705,-60.2865371704,13.6833934514,7.26579141617,1631.55737305,2.86749768257,6456.54150391,8.75490570068,8.24575996399,8.28400039673,7.87900018692,7.65000009537,4.0,61.6840400696,6.75,0.0,118.0,3.0
9988,17.0,52.8585891724,-44.9133834839,29.0079402924,-60.7304763794,3.22195178257,6.14738702774,951.202941895,1.8064467907,6516.28222656,8.54070663452,8.03479957581,8.07299995422,7.69099998474,7.48199987411,2.0,7.62902927399,5.59999990463,1.0,146.0,3.0
9989,17.0,52.3682785034,-42.8107566833,30.3923053741,-58.7157058716,3.32195429597,13.5255823135,6.10778903961,0.505757212639,3826.74829102,13.2282962799,11.4035730362,11.3223152161,10.3402147293,9.52705192566,2.0,16.3483028412,4.0,2.0,235.0,2.0
10057,17.0,51.3356399536,-46.5358772278,25.4026527405,-61.5904922485,19.8732269369,2.08081150055,1034.20690918,0.991766631603,5834.45166016,12.3990888596,11.7203197479,11.7740001678,11.2299995422,10.8800001144,4.0,14.3057785034,7.55000019073,1.0,1233.0,3.0
10155,17.0,42.2387084961,-51.8514404297,8.47615623474,-62.4600601196,7.1602500772,4.15228843689,866.815979004,1.29568088055,6324.12011719,12.7168807983,12.1672000885,12.2119998932,11.767999649,11.5030002594,4.0,22.1767807007,8.85000038147,1.0,482.0,3.0
10156,17.0,46.3033638,-51.5516777039,13.2243919373,-63.8149299622,10.8841315091,18.2028636932,64.9532928467,1.10972380638,5807.64355469,12.7644929886,12.0671195984,12.1199998856,11.5780000687,11.2349996567,4.0,23.7229728699,8.14999961853,1.0,359.0,3.0
10374,17.0,36.6612472534,-56.993270874,355.399200439,-63.9987983704,3.77619515134,15.0911817551,97.2610931396,1.14918088913,6011.73779297,12.1523447037,11.4983205795,11.5480003357,11.0570001602,10.7629995346,4.0,8.02094364166,7.80000019073,1.0,34.0,3.0
10482,17.0,26.3705024719,-61.7597084045,339.606658936,-63.1099205017,1.6878395582,0.508394062519,99.9981231689,0.230204567313,3295.51538086,17.0553894043,14.623796463,14.5239906311,13.265086174,12.4944677353,4.0,9.83427619934,4.75,3.0,146.0,2.0
10579,17.0,17.729927063,-62.647819519,332.798156738,-60.5241851807,2.11127638622,10.2156171799,2.1791267395,0.254542976618,3335.94018555,15.7457523346,13.3768529892,13.2762212753,12.0505304337,11.2832202911,2.0,9.06245040894,3.79999995232,1.0,507.0,2.0
10955,17.0,341.098388672,-56.0635452271,316.802246094,-43.571395874,9.71134593599,8.05773830414,112.124343872,0.843352675438,5610.48046875,13.7211074829,12.9761600494,13.0349998474,12.4359998703,12.0349998474,2.0,33.3978919983,8.30000019073,2.0,323.0,3.0
11122,17.0,37.1947555542,6.99336719513,37.1449699402,-7.29454469681,1.75895532969,1.16278743744,3363.56103516,1.14876973629,6053.40966797,7.1738986969,6.56232023239,6.61199998856,6.12200021744,5.81500005722,2.0,9.10225772858,2.84999990463,1.0,451.0,2.0
11154,17.0,40.7536239624,4.15815782547,39.6529502869,-11.0964946747,2.48061312259,10.4232549667,15.3872003555,0.594366312027,4180.03222656,12.2078742981,10.6990537643,10.6284198761,9.76396179199,8.97060775757,2.0,11.8177022934,4.05000019073,0.0,370.0,2.0
11155,17.0,39.3862380981,3.70558071136,38.1882896423,-11.1035833359,2.16090501232,11.2511796951,208.820083618,1.18055915833,6295.06201172,9.25326633453,8.7042798996,8.75,8.29699993134,8.02099990845,2.0,7.58856058121,5.15000009537,0.0,926.0,3.0
11213,17.0,42.8908843994,-4.86852407455,38.8708992004,-20.3417129517,3.19258191073,2.61667251587,20.4953689575,0.331362962723,3428.796875,16.1717205048,13.9126625061,13.8128118515,12.6397218704,11.8632497787,2.0,8.33344268799,5.05000019073,3.0,231.0,3.0
11277,17.0,51.6908836365,-12.6937055588,45.4778289795,-30.404712677,3.93895865007,4.92146444321,67.6788635254,0.664324581623,4555.11083984,13.9632787704,12.7201652527,12.6609802246,11.9097394943,11.2051429749,2.0,8.2908706665,6.69999980927,0.0,677.0,3.0
11321,17.0,52.4919090271,-16.6230545044,45.0083885193,-34.3900680542,20.4815648114,3.2782638073,96.3004760742,0.642622768879,4402.703125,15.55727005,14.2004871368,14.1351461411,13.3350191116,12.5850162506,2.0,27.1816825867,7.94999980927,0.0,1490.0,3.0
11322,17.0,52.3421974182,-15.5637149811,45.2154693604,-33.3349266052,12.9651542318,11.1911735535,49.9976119995,0.776621580124,5308.84326172,14.801527977,13.9607601166,14.0240001678,13.3489999771,12.8800001144,2.0,18.6640148163,8.89999961853,1.0,1446.0,3.0
11377,17.0,52.2215499878,-20.0168914795,43.4461975098,-37.5502204895,12.9408443767,2.23953080177,628.707702637,0.883122205734,5546.25683594,13.7334299088,12.9632406235,13.0229997635,12.4079999924,11.9960002899,2.0,65.8759078979,8.35000038147,1.0,934.0,3.0
11378,17.0,53.0355491638,-19.860200882,44.4262428284,-37.634147644,2.98751524224,8.81489467621,4.682533741,0.357705414295,3502.23730469,15.3582353592,13.1867446899,13.0961523056,11.9588785172,11.1768102646,2.0,8.372797966,4.59999990463,1.0,1194.0,2.0
11422,17.0,57.1739349365,-25.0140609741,47.1984710693,-43.6979560852,8.56643625928,6.64242601395,142.784957886,0.835046470165,5662.39306641,13.196398735,12.4667606354,12.5240001678,11.9370002747,11.5469999313,2.0,22.5223407745,7.80000019073,1.0,419.0,3.0
11469,17.0,58.2552566528,-28.2195987701,47.1290512085,-47.0456733704,2.61898003234,12.942533493,108.320640564,0.986593186855,6095.37011719,8.48965740204,7.88999938965,7.9390001297,7.45100021362,7.14400005341,2.0,9.47967338562,3.84999990463,1.0,1136.0,2.0
11470,17.0,55.3663291931,-29.0199775696,43.2288513184,-46.9941940308,5.78622123472,40.462562561,70.2373962402,1.67106246948,6576.57958984,10.6100244522,10.1198406219,10.1579999924,9.76900005341,9.55099964142,4.0,17.3724021912,7.5,0.0,814.0,3.0
11558,17.0,56.1840286255,-33.9769706726,41.6052703857,-51.8876838684,6.37051819,16.3475112915,15.8068637848,0.68838340044,4699.58007812,14.7225580215,13.5306386948,13.4770393372,12.7647438049,12.1065006256,4.0,10.7828388214,7.69999980927,2.0,65.0,3.0
11672,17.0,60.188659668,-35.9564361572,45.5921211243,-54.8945159912,19.6379819639,3.00005197525,70.6447906494,0.583148181438,4079.65844727,16.1308708191,14.5109033585,14.4320249557,13.5321741104,12.7168254852,4.0,127.257011414,7.69999980927,0.0,1036.0,3.0
11673,17.0,57.8126411438,-35.9493522644,42.4935531616,-54.2085266113,15.7997889633,11.0365877151,1114.14953613,2.53582000732,7177.94189453,10.1462945938,9.81015968323,9.82999992371,9.54300022125,9.40299987793,4.0,91.6699523926,8.35000038147,0.0,166.0,3.0
11674,17.0,58.8403434753,-36.3600997925,43.573261261,-54.8905296326,3.21461820128,3.29159879684,11.9947862625,0.288036286831,3399.30639648,14.4818668365,12.2016859055,12.1015872955,10.9215507507,10.1555366516,4.0,69.3860778809,3.0,3.0,1808.0,2.0
11675,17.0,58.8403434753,-36.3600997925,43.573261261,-54.8905296326,1.80298525478,11.7804470062,2.19105195999,0.288036286831,3399.30639648,14.4818668365,12.2016859055,12.1015872955,10.9215507507,10.1555366516,4.0,14.8880805969,3.0,3.0,1808.0,2.0
11676,17.0,58.8403434753,-36.3600997925,43.573261261,-54.8905296326,1.92203671715,21.2338256836,0.998843252659,0.288036286831,3399.30639648,14.4818668365,12.2016859055,12.1015872955,10.9215507507,10.1555366516,4.0,13.445646286,3.0,3.0,1808.0,2.0
11813,17.0,57.9218444824,-41.3342628479,38.8348312378,-59.2077903748,2.57896545832,10.8955440521,50.4637527466,0.796159267426,5236.00537109,11.4153966904,10.550160408,10.6149997711,9.92399978638,9.43999958038,4.0,7.85827589035,5.5,1.0,1691.0,2.0
11814,17.0,58.657623291,-40.3030281067,40.6253242493,-58.4896392822,10.6255752375,19.9063396454,20.7168331146,0.811898112297,5058.24658203,13.4870157242,12.5446405411,12.6120004654,11.8669996262,11.3389997482,4.0,39.5797843933,7.40000009537,1.0,1392.0,3.0
11815,17.0,57.3214111328,-42.6786842346,36.905708313,-60.237739563,9.54119320004,32.861907959,3.20026040077,0.59719568491,4124.87451172,14.6826162338,13.1084918976,13.0333271027,12.1467542648,11.3389539719,4.0,50.9634017944,6.40000009537,1.0,1559.0,3.0
11921,17.0,56.7082328796,-43.9490814209,34.9382133484,-61.1793403625,2.69497615755,5.66403675079,644.692321777,1.25116384029,6576.57958984,10.1230621338,9.63827991486,9.67800045013,9.27600002289,9.04300022125,4.0,9.15544319153,6.34999990463,0.0,1158.0,3.0
12042,17.0,56.3454093933,-50.1196975708,27.4305801392,-66.4001464844,3.31826963042,5.25750017166,244.546066284,0.933540344238,5701.64306641,13.0039453506,12.2849998474,12.3409996033,11.765999794,11.388999939,4.0,7.72823381424,7.90000009537,2.0,1300.0,3.0
12043,17.0,57.2475013733,-49.9258155823,28.9125499725,-66.5540084839,1.97957965546,1.77610886097,110.025108337,0.539865076542,3915.56469727,14.0630674362,12.3109903336,12.2275686264,11.2780332565,10.4585380554,4.0,7.50340747833,5.15000009537,3.0,1276.0,2.0
12168,17.0,50.8862609863,-52.3800201416,17.23595047,-66.2217330933,2.59501873764,4.23397254944,907.340759277,1.27992725372,6591.73925781,8.67786312103,8.19684028625,8.23499965668,7.84800004959,7.62799978256,2.0,13.8342828751,5.0,2.0,92.0,2.0
12169,17.0,53.6737289429,-53.0044593811,19.624382019,-67.7622680664,3.27444973533,7.38080215454,27.1771297455,0.610057413578,4284.41162109,14.3753347397,12.9354286194,12.8668270111,12.0317296982,11.2544698715,4.0,9.97702121735,6.44999980927,0.0,58.0,3.0
12170,17.0,54.9754676819,-53.8349075317,19.8456382751,-68.8957214355,2.38439947724,6.35283374786,155.445404053,0.893994271755,5571.85791016,9.79417514801,9.04327964783,9.10200023651,8.50500011444,8.10599994659,4.0,21.0001506805,4.5,2.0,790.0,2.0
12171,17.0,54.9754676819,-53.8349075317,19.8456382751,-68.8957214355,2.14830666553,19.4666519165,34.92578125,0.893994271755,5571.85791016,9.79417514801,9.04327964783,9.10200023651,8.50500011444,8.10599994659,4.0,12.5430612564,4.5,2.0,790.0,2.0
12172,17.0,50.2008399963,-52.9555397034,15.5301856995,-66.4074401855,2.47612063374,16.4970703125,1.01706027985,0.236157372594,3318.14379883,14.9132671356,12.5236272812,12.4228458405,11.1900510788,10.4257831573,4.0,31.2747840881,2.75,0.0,828.0,2.0
12173,17.0,54.6037254333,-52.34192276,21.866689682,-67.5849914551,2.06380513788,38.5712471008,0.538645923138,0.321744948626,3431.78295898,15.2170209885,12.9675626755,12.8677368164,11.700958252,10.9277000427,4.0,8.18851280212,4.05000019073,2.0,1721.0,2.0
12316,17.0,45.5133399963,-54.4422035217,7.96683740616,-65.7027740479,2.80349463582,0.973538815975,750.606079102,0.699276030064,4795.75341797,13.652598381,12.5123920441,12.4625091553,11.7777223587,11.1485033035,4.0,9.90715885162,6.80000019073,0.0,988.0,3.0
12317,17.0,49.0964202881,-59.1162185669,2.4817917347,-70.3412628174,2.74257313952,4.8885102272,1407.12463379,1.6822309494,6966.26416016,10.0600318909,9.66452026367,9.6920003891,9.37699985504,9.21599960327,6.0,9.70010089874,7.25,2.0,85.0,3.0
12318,17.0,48.4395179749,-59.759475708,0.360335081816,-70.4809265137,2.37073371494,17.8497848511,4.02400970459,0.496003180742,3817.45751953,13.6518001556,11.8102560043,11.729224205,10.74036026,9.92578697205,6.0,8.17759227753,4.34999990463,1.0,983.0,2.0
12499,17.0,44.5491065979,-60.0862731934,356.167510986,-69.1335067749,4.89169087834,5.6292181015,997.513671875,1.66076409817,6309.57275391,12.4174528122,11.8699598312,11.9149999619,11.4580001831,11.1829996109,6.0,7.98291349411,9.05000019073,2.0,785.0,3.0
12500,17.0,42.9801902771,-59.6632118225,355.761199951,-68.2519302368,3.17479131363,5.9947385788,10.0358028412,0.40221208334,3572.62695312,14.2276678085,12.135890007,12.0501317978,10.9488182068,10.1591358185,6.0,33.5815048218,3.90000009537,2.0,1189.0,2.0
12613,17.0,31.6517009735,-63.2433547974,340.138946533,-65.9538116455,3.63008536585,6.04685258865,145.438201904,0.901798725128,5357.96777344,12.0964651108,11.249879837,11.3120002747,10.6630001068,10.2329998016,2.0,8.49966716766,6.59999990463,0.0,1370.0,3.0
12614,17.0,35.573638916,-61.3971138,346.468658447,-66.3901824951,5.79088942565,17.5446872711,94.9001998901,1.10211181641,6266.13769531,13.382147789,12.8159999847,12.8629999161,12.4010000229,12.1210002899,4.0,8.32402515411,9.10000038147,1.0,1123.0,3.0
12615,17.0,35.082901001,-62.9794197083,342.84197998,-67.1022109985,2.83361606568,25.6036128998,33.5106086731,0.896209061146,6011.73779297,10.478805542,9.85080051422,9.90299987793,9.39400005341,9.07100009918,4.0,10.0421695709,5.55000019073,1.0,868.0,2.0
12616,17.0,35.3611221313,-62.5103225708,344.023376465,-66.948425293,10.13560897,42.5455703735,12.9151592255,0.931947350502,5520.77587891,13.0261249542,12.244720459,12.3039999008,11.6879997253,11.2790002823,4.0,44.4984703064,7.75,0.0,996.0,3.0
12617,17.0,32.4617805481,-63.3028335571,340.514770508,-66.2901611328,3.0056854777,10.0915784836,4.57986402512,0.38388505578,3538.07202148,14.0157308578,11.8902168274,11.8051977158,10.686753273,9.90317153931,2.0,14.9777832031,3.5,2.0,1652.0,2.0
12734,17.0,26.8725147247,-66.6991348267,330.29586792,-66.0321273804,15.1291457101,4.24521780014,244.762649536,0.853003919125,5495.40869141,13.2950563431,12.5149593353,12.5749998093,11.9510002136,11.529999733,4.0,161.768005371,7.80000019073,1.0,1240.0,3.0
12836,17.0,16.1731910706,-65.6135025024,327.076416016,-61.8083610535,6.68436435083,3.4285326004,535.900146484,0.924433469772,6109.42041016,11.2820968628,10.6770000458,10.7259998322,10.2370004654,9.93200016022,4.0,41.4087295532,6.5,0.0,2484.0,2.0
12837,17.0,14.5206260681,-67.6813735962,322.64453125,-62.4521408081,6.05451810451,3.79338622093,197.148544312,0.752104341984,5260.17236328,13.9637012482,13.112159729,13.1759996414,12.4910001755,12.0109996796,4.0,13.5162124634,7.94999980927,1.0,481.0,3.0
12838,17.0,15.6067008972,-66.2272033691,325.73223877,-61.9787826538,4.86364760797,5.82953929901,443.461151123,1.23192632198,6237.34960938,11.6260976791,11.04708004,11.093000412,10.6400003433,10.3710002899,4.0,9.54469108582,7.59999990463,1.0,780.0,3.0
12839,17.0,15.6670465469,-67.2806243896,323.894897461,-62.5955085754,9.9102293132,10.450753212,26.5150661469,0.68026137352,4622.36425781,15.9637117386,14.7241783142,14.6675930023,13.9339742661,13.2580270767,4.0,9.02239608765,8.80000019073,0.0,2404.0,3.0
12955,17.0,3.71482300758,-65.3412475586,321.036590576,-57.625705719,19.1353480844,3.7450158596,60.2704849243,0.606586098671,4128.03076172,15.5048036575,13.9266386032,13.8517332077,12.9624071121,12.1521711349,4.0,92.9688186646,7.25,0.0,835.0,3.0
12956,17.0,7.10544061661,-64.6461791992,323.811096191,-58.231262207,12.2802013139,27.0953083038,147.871170044,1.57996404171,7128.52929688,11.5789079666,11.2172794342,11.2430000305,10.9399995804,10.7880001068,4.0,35.1061630249,8.69999980927,0.0,190.0,3.0
13081,17.0,357.788726807,-61.6645736694,322.273162842,-53.1557388306,11.5090361598,2.3342936039,247.72215271,0.709447681904,4818.51220703,15.0164871216,13.9221143723,13.8731117249,13.2005224228,12.5817680359,4.0,50.5604324341,8.30000019073,0.0,492.0,3.0
13082,17.0,357.539245605,-64.0480804443,319.387359619,-54.8343963623,3.86085064682,6.31960010529,1606.66174316,1.88495051861,7516.22753906,9.93435668945,9.66412067413,9.67599964142,9.44400024414,9.34300041199,4.0,11.5676937103,7.69999980927,2.0,792.0,3.0
13083,17.0,358.042877197,-62.3833465576,321.616027832,-53.770401001,5.76811762386,12.0136613846,28.1428565979,0.73187494278,4808.39257812,14.0488901138,12.9976797104,13.0710000992,12.2430000305,11.6309995651,4.0,13.9826107025,7.40000009537,2.0,827.0,3.0
13084,17.0,352.675262451,-66.3872070312,314.005157471,-55.1199188232,12.2055923211,32.1350326538,132.201370239,1.5770471096,7430.19238281,10.9370641708,10.6429195404,10.6599998474,10.4090003967,10.2939996719,4.0,45.3704681396,8.25,2.0,789.0,3.0
13085,17.0,359.5519104,-65.034614563,319.252319336,-56.1441917419,4.71655470334,42.0181922913,33.9492797852,1.29465663433,6081.34912109,10.6890726089,10.0794401169,10.1280002594,9.64299964905,9.34500026703,4.0,11.0402545929,6.65000009537,0.0,487.0,3.0
13086,17.0,354.213317871,-65.5394744873,315.81652832,-54.9377670288,1.47501549063,9.62828540802,3.36871480942,0.314038962126,3426.76660156,13.9146595001,11.6700000763,11.5701322556,10.4072122574,9.64020252228,4.0,11.0358142853,2.70000004768,2.0,1361.0,2.0
13176,17.0,345.296630859,-61.4479789734,315.09942627,-49.2570953369,6.02903744387,2.04625177383,1288.18737793,0.983830571175,6251.72705078,11.9857749939,11.4161596298,11.4630002975,11.0010004044,10.720000267,2.0,16.2180786133,7.44999980927,0.0,1351.0,3.0
13216,17.0,343.665924072,-59.9422340393,315.428253174,-47.5670394897,8.02834102866,9.02127552032,249.449157715,1.15622520447,6397.34814453,11.4634399414,10.9271192551,10.9709997177,10.5410003662,10.2869997025,2.0,29.6195411682,7.40000009537,0.0,17.0,3.0
13280,17.0,321.695037842,-38.591960907,311.526275635,-22.3079013824,3.441920831,4.76141643524,4.88286399841,0.224206015468,3288.16601562,16.9320812225,14.4909896851,14.3921709061,13.1283092499,12.3584814072,2.0,11.3460292816,4.55000019073,2.0,1378.0,2.0
13337,17.0,323.793151855,-34.9925231934,314.524047852,-19.4908332825,9.3456532404,2.84401130676,756.44720459,0.990978002548,5970.35302734,13.1928730011,12.5528402328,12.6040000916,12.0860004425,11.7569999695,2.0,30.0616321564,8.44999980927,0.0,897.0,3.0
13338,17.0,328.037963867,-36.8308982849,317.274261475,-22.4235610962,5.75834452586,6.84765958786,94.3691558838,0.840161085129,5128.61425781,13.128575325,12.2069997787,12.2729997635,11.5509996414,11.0480003357,2.0,11.8254814148,7.19999980927,0.0,242.0,3.0
13339,17.0,326.103424072,-34.8177452087,316.476898193,-19.9822788239,1.97186968579,7.35650491714,9.15903186798,0.431321114302,3652.74194336,12.4016485214,10.4127445221,10.3194446564,9.2755613327,8.48312473297,2.0,15.2152509689,2.45000004768,2.0,666.0,2.0
13503,17.0,51.1497459412,-2.88356089592,47.9104881287,-20.8269767761,3.28040593421,7.86449766159,415.898345947,1.49574327469,6039.48486328,9.56143283844,8.94383907318,8.99300003052,8.49899959564,8.1920003891,2.0,10.5675382614,5.80000019073,0.0,811.0,3.0
13558,17.0,50.9628143311,-5.43608665466,46.9739494324,-23.2345905304,2.9876011636,8.01591110229,110.362823486,0.885469555855,5508.07617188,11.1889638901,10.414560318,10.4750003815,9.85700035095,9.44299983978,2.0,7.75027227402,5.80000019073,1.0,1054.0,3.0
13559,17.0,48.6055755615,-5.70183038712,44.4452285767,-22.8350543976,3.98525421791,14.3729019165,39.0161972046,0.77981287241,5420.00830078,11.1139507294,10.316239357,10.376999855,9.73600006104,9.29500007629,2.0,15.5670347214,5.34999990463,0.0,1079.0,2.0
13626,17.0,51.456829071,-10.3711099625,45.9803237915,-28.1123542786,6.02183751803,2.310587883,419.180053711,0.778178215027,5296.63427734,13.3501672745,12.5095996857,12.5729999542,11.8979997635,11.4280004501,2.0,24.5855503082,7.44999980927,2.0,1061.0,3.0
13684,17.0,55.3571166992,-13.0791530609,49.364818573,-31.7618293762,13.8035241104,4.02650499344,160.362609863,0.735436201096,5140.43603516,12.5622787476,11.6638793945,11.7299995422,11.0069999695,10.4919996262,2.0,194.505844116,6.34999990463,4.0,827.0,3.0
13744,17.0,57.4382362366,-18.7152843475,49.8718566895,-37.7279701233,12.8968047017,6.40700674057,151.769775391,0.851375937462,5610.48046875,12.5425605774,11.7997999191,11.8579998016,11.2620000839,10.8629999161,2.0,111.003303528,7.15000009537,2.0,878.0,3.0
13814,17.0,60.2982711792,-21.3151931763,52.3280563354,-40.948764801,9.57754829588,9.85289001465,24.3379497528,0.651905179024,4473.85205078,14.1904039383,12.8928165436,12.8304243088,12.054063797,11.3249731064,2.0,27.421913147,6.75,0.0,1380.0,3.0
13815,17.0,59.2984924316,-20.8304367065,51.3111190796,-40.2353134155,5.44228797196,12.9435062408,1338.83666992,2.37262058258,8317.63964844,9.22254562378,9.11975955963,9.10799980164,8.97900009155,8.94499969482,2.0,7.65866613388,7.90000009537,0.0,71.0,3.0
13873,17.0,62.7693710327,-25.0523376465,54.0032234192,-45.147228241,4.22703815196,6.58316230774,201.869445801,0.991991698742,5780.96142578,12.392865181,11.6925191879,11.7469997406,11.1940002441,10.8380002975,2.0,9.27906131744,7.5,1.0,97.0,3.0
13929,17.0,58.4601173401,-30.0191726685,46.5461502075,-48.8114585876,3.22075477408,15.1549749374,2.91580724716,0.403006345034,3568.22387695,14.7412958145,12.6412858963,12.5559415817,11.4505519867,10.6597576141,2.0,11.0110387802,4.40000009537,3.0,694.0,2.0
13993,17.0,64.2937164307,-33.2094688416,52.5490036011,-53.3577575684,19.6547648639,3.31502270699,145.129867554,0.697874426842,4775.48535156,14.2821903229,13.1573867798,13.1067209244,12.4203739166,11.7867155075,2.0,198.461044312,7.44999980927,0.0,236.0,3.0
13994,17.0,61.0548362732,-32.3857078552,48.683555603,-51.7544746399,11.8529312353,8.12882614136,477.32232666,1.58966863155,6151.76904297,11.2670164108,10.6745996475,10.7220001221,10.2410001755,9.94600009918,2.0,23.3016052246,7.69999980927,1.0,1009.0,3.0
13995,17.0,59.4606781006,-33.9701919556,45.7827529907,-52.8236808777,1.97659475138,8.85087394714,47.5099105835,0.715426206589,4959.1484375,11.9906129837,10.9763269424,10.9304304123,10.3013677597,9.72682666779,4.0,7.78339385986,5.5,1.0,1230.0,2.0
13996,17.0,60.5541496277,-33.8611068726,47.2633247375,-53.0199737549,9.2701951901,10.9027709961,65.5020980835,0.798896610737,5559.04101562,13.4870939255,12.7282400131,12.7880001068,12.1759996414,11.763999939,2.0,24.8090305328,7.90000009537,0.0,892.0,3.0
13997,17.0,60.5964698792,-35.2451705933,46.5476951599,-54.3380126953,3.93727312886,8.99262332916,4.68403911591,0.365763098001,3491.36206055,16.9171619415,14.7186117172,14.6263284683,13.4764213562,12.6882724762,4.0,7.45081663132,6.15000009537,1.0,1237.0,3.0
14084,17.0,60.6281051636,-38.0195770264,44.8871116638,-56.9497070312,15.0603224953,9.42419624329,92.3437423706,0.894608974457,5546.25683594,13.8457899094,13.076880455,13.1359996796,12.5229997635,12.1140003204,4.0,83.4268722534,8.5,1.0,1154.0,3.0
14085,17.0,63.0704803467,-38.1764640808,48.1270828247,-57.7654647827,2.81187532025,7.73976182938,235.012588501,1.1458427906,6011.73779297,10.1540212631,9.51731967926,9.5670003891,9.07400035858,8.77200031281,4.0,11.0830383301,5.80000019073,0.0,29.0,2.0
14086,17.0,62.9007492065,-37.294883728,48.439414978,-56.8898086548,10.0726137829,16.3163795471,21.1684761047,0.728761553764,4925.53564453,14.0514278412,13.0145301819,12.968413353,12.3279981613,11.7439689636,4.0,33.6888008118,7.55000019073,1.0,685.0,3.0
14087,17.0,62.2211036682,-36.6349258423,47.9084701538,-56.0869903564,2.94067266203,5.36524534225,13.9679479599,0.431799471378,3649.109375,12.3090867996,10.3161888123,10.2232303619,9.17728042603,8.38502979279,4.0,73.0264816284,2.34999990463,2.0,1237.0,2.0
14088,17.0,62.2211036682,-36.6349258423,47.9084701538,-56.0869903564,2.02413343681,21.1807403564,2.23870658875,0.431799471378,3649.109375,12.3090867996,10.3161888123,10.2232303619,9.17728042603,8.38502979279,4.0,24.0647563934,2.34999990463,2.0,1237.0,2.0
14225,17.0,63.4610862732,-42.9284133911,45.2551574707,-62.3066711426,6.92246118185,2.81797218323,844.380981445,1.06099760532,6025.59570312,12.9958734512,12.3639192581,12.4149999619,11.9099998474,11.5939998627,4.0,22.3299846649,8.44999980927,1.0,510.0,3.0
14226,17.0,61.5407867432,-42.0989532471,43.1814651489,-60.9942970276,1.38732431012,1.79532241821,67.389793396,0.456035345793,3677.27416992,13.4438991547,11.4656000137,11.3699913025,10.3338823318,9.53137683868,4.0,11.3054351807,3.65000009537,3.0,1608.0,2.0
14227,17.0,59.167514801,-43.5373077393,38.6476020813,-61.5930938721,1.45623131351,1.98159122467,24.0328712463,0.291496783495,3406.02929688,14.3833093643,12.1132450104,12.0132026672,10.8382329941,10.0723800659,4.0,10.3412704468,2.95000004768,2.0,2074.0,2.0
14228,17.0,61.5407867432,-42.0989532471,43.1814651489,-60.9942970276,1.95355482619,8.31019592285,8.73579311371,0.456035345793,3677.27416992,13.4438991547,11.4656000137,11.3699913025,10.3338823318,9.53137683868,4.0,11.4435834885,3.65000009537,3.0,1608.0,2.0
14229,17.0,62.6663665771,-41.7099952698,45.0835494995,-60.9564323425,1.84344101368,5.91157197952,8.00693130493,0.355263411999,3499.04345703,13.7160387039,11.5543546677,11.463265419,10.332701683,9.557472229,4.0,12.8285732269,2.95000004768,2.0,1852.0,2.0
14349,17.0,59.9926948547,-48.0677947998,35.1147155762,-65.8858718872,3.22106494411,6.19255924225,142.659881592,0.828373372555,5520.77587891,11.3847093582,10.6147594452,10.6750001907,10.0579996109,9.64099979401,2.0,10.5053949356,5.84999990463,0.0,1049.0,3.0
14350,17.0,61.1130867004,-45.5293807983,39.4933280945,-63.9892807007,18.362387316,13.8750104904,37.0354309082,0.806168437004,5236.00537109,15.0504770279,14.1781997681,14.2430000305,13.5469999313,13.0609998703,4.0,47.271068573,9.14999961853,0.0,1811.0,3.0
14351,17.0,64.2199554443,-45.8783187866,43.7265510559,-65.2290802002,1.43146646111,6.22515726089,6.60507011414,0.334215044975,3465.8347168,14.1819820404,11.9798603058,11.8836069107,10.7380714417,9.96554756165,2.0,7.85045671463,3.20000004768,1.0,683.0,2.0
